Project,Bug,TestSuite,ScoringScheme,Family,Formula,TotalDefn,KillDefn,HybridScheme,AggregationDefn,Score,ScoreWRTLoadedClasses
Chart,1600017,developer,first,mbfl,muse,elements,passfail,none,avg,3.56595228756e-05,0.00457317073171
Chart,1600017,developer,first,mbfl,ochiai,tests,exact,none,max,1.78297614378e-05,0.00228658536585
Chart,1600017,developer,first,sbfl,opt2,tests,,none,,4.16027766882e-05,0.00533536585366
Chart,1600017,developer,first,sbfl,dstar2,tests,,none,,4.16027766882e-05,0.00533536585366
Chart,1600017,developer,first,sbfl,barinel,tests,,none,,4.16027766882e-05,0.00533536585366
Chart,1600017,developer,first,sbfl,tarantula,tests,,none,,4.16027766882e-05,0.00533536585366
Chart,1600017,developer,first,sbfl,ochiai,tests,,none,,4.16027766882e-05,0.00533536585366
Chart,500085,developer,first,mbfl,muse,elements,passfail,none,avg,1.11928186875e-05,0.00190839694656
Chart,500085,developer,first,mbfl,ochiai,tests,exact,none,max,1.11928186875e-05,0.00190839694656
Chart,500085,developer,first,sbfl,opt2,tests,,none,,2.79820467188e-05,0.00477099236641
Chart,500085,developer,first,sbfl,dstar2,tests,,none,,2.79820467188e-05,0.00477099236641
Chart,500085,developer,first,sbfl,barinel,tests,,none,,2.79820467188e-05,0.00477099236641
Chart,500085,developer,first,sbfl,tarantula,tests,,none,,2.79820467188e-05,0.00477099236641
Chart,500085,developer,first,sbfl,ochiai,tests,,none,,2.79820467188e-05,0.00477099236641
Chart,2100074,developer,first,mbfl,muse,elements,passfail,none,avg,4.35670185222e-05,0.00295109612142
Chart,2100074,developer,first,mbfl,ochiai,tests,exact,none,max,0.0001120294762,0.00758853288364
Chart,2100074,developer,first,sbfl,opt2,tests,,none,,0.000311192989444,0.0210792580101
Chart,2100074,developer,first,sbfl,dstar2,tests,,none,,0.000311192989444,0.0210792580101
Chart,2100074,developer,first,sbfl,barinel,tests,,none,,0.000311192989444,0.0210792580101
Chart,2100074,developer,first,sbfl,tarantula,tests,,none,,0.000311192989444,0.0210792580101
Chart,2100074,developer,first,sbfl,ochiai,tests,,none,,0.000311192989444,0.0210792580101
Chart,500080,developer,first,mbfl,muse,elements,passfail,none,avg,1.11928186875e-05,0.00190839694656
Chart,500080,developer,first,mbfl,ochiai,tests,exact,none,max,6.71569121252e-05,0.0114503816794
Chart,500080,developer,first,sbfl,opt2,tests,,none,,0.000106331777532,0.0181297709924
Chart,500080,developer,first,sbfl,dstar2,tests,,none,,0.000106331777532,0.0181297709924
Chart,500080,developer,first,sbfl,barinel,tests,,none,,0.000123121005563,0.0209923664122
Chart,500080,developer,first,sbfl,tarantula,tests,,none,,0.000123121005563,0.0209923664122
Chart,500080,developer,first,sbfl,ochiai,tests,,none,,0.000111928186875,0.0190839694656
Chart,2200081,developer,first,mbfl,muse,elements,passfail,none,avg,2.49044292527e-05,0.0047619047619
Chart,2200081,developer,first,mbfl,ochiai,tests,exact,none,max,0.000105843824324,0.0202380952381
Chart,2200081,developer,first,sbfl,opt2,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200081,developer,first,sbfl,dstar2,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200081,developer,first,sbfl,barinel,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200081,developer,first,sbfl,tarantula,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200081,developer,first,sbfl,ochiai,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200078,developer,first,mbfl,muse,elements,passfail,none,avg,3.11305365659e-05,0.00595238095238
Chart,2200078,developer,first,mbfl,ochiai,tests,exact,none,max,0.000124522146264,0.0238095238095
Chart,2200078,developer,first,sbfl,opt2,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200078,developer,first,sbfl,dstar2,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200078,developer,first,sbfl,barinel,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200078,developer,first,sbfl,tarantula,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200078,developer,first,sbfl,ochiai,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200073,developer,first,mbfl,muse,elements,passfail,none,avg,4.98088585055e-05,0.00952380952381
Chart,2200073,developer,first,mbfl,ochiai,tests,exact,none,max,5.60349658187e-05,0.0107142857143
Chart,2200073,developer,first,sbfl,opt2,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200073,developer,first,sbfl,dstar2,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200073,developer,first,sbfl,barinel,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200073,developer,first,sbfl,tarantula,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200073,developer,first,sbfl,ochiai,tests,,none,,0.000105843824324,0.0202380952381
Chart,24,developer,first,mbfl,muse,elements,passfail,none,avg,0.000150095686,0.184615384615
Chart,24,developer,first,mbfl,ochiai,tests,exact,none,max,2.50159476666e-05,0.0307692307692
Chart,24,developer,first,sbfl,opt2,tests,,none,,3.75239215e-05,0.0461538461538
Chart,24,developer,first,sbfl,dstar2,tests,,none,,3.75239215e-05,0.0461538461538
Chart,24,developer,first,sbfl,barinel,tests,,none,,3.75239215e-05,0.0461538461538
Chart,24,developer,first,sbfl,tarantula,tests,,none,,3.75239215e-05,0.0461538461538
Chart,24,developer,first,sbfl,ochiai,tests,,none,,3.75239215e-05,0.0461538461538
Chart,2100073,developer,first,mbfl,muse,elements,passfail,none,avg,1.86715793667e-05,0.00126475548061
Chart,2100073,developer,first,mbfl,ochiai,tests,exact,none,max,0.000155596494722,0.0105396290051
Chart,2100073,developer,first,sbfl,opt2,tests,,none,,0.0114892451703,0.778246205734
Chart,2100073,developer,first,sbfl,dstar2,tests,,none,,0.0114892451703,0.778246205734
Chart,2100073,developer,first,sbfl,barinel,tests,,none,,0.0114892451703,0.778246205734
Chart,2100073,developer,first,sbfl,tarantula,tests,,none,,0.0114892451703,0.778246205734
Chart,2100073,developer,first,sbfl,ochiai,tests,,none,,0.0114892451703,0.778246205734
Chart,2100084,developer,first,mbfl,muse,elements,passfail,none,avg,4.97908783111e-05,0.00337268128162
Chart,2100084,developer,first,mbfl,ochiai,tests,exact,none,max,0.000230282812189,0.0155986509275
Chart,2100084,developer,first,sbfl,opt2,tests,,none,,0.000230282812189,0.0155986509275
Chart,2100084,developer,first,sbfl,dstar2,tests,,none,,0.000230282812189,0.0155986509275
Chart,2100084,developer,first,sbfl,barinel,tests,,none,,0.000230282812189,0.0155986509275
Chart,2100084,developer,first,sbfl,tarantula,tests,,none,,0.000230282812189,0.0155986509275
Chart,2100084,developer,first,sbfl,ochiai,tests,,none,,0.000230282812189,0.0155986509275
Chart,2300019,developer,first,mbfl,muse,elements,passfail,none,avg,1.2494065319e-05,0.000116822429907
Chart,2300019,developer,first,mbfl,ochiai,tests,exact,none,max,0.000131187685849,0.00122663551402
Chart,2300019,developer,first,sbfl,opt2,tests,,none,,0.000193658012444,0.00181074766355
Chart,2300019,developer,first,sbfl,dstar2,tests,,none,,0.000193658012444,0.00181074766355
Chart,2300019,developer,first,sbfl,barinel,tests,,none,,0.000193658012444,0.00181074766355
Chart,2300019,developer,first,sbfl,tarantula,tests,,none,,0.000193658012444,0.00181074766355
Chart,2300019,developer,first,sbfl,ochiai,tests,,none,,0.000193658012444,0.00181074766355
Chart,2200069,developer,first,mbfl,muse,elements,passfail,none,avg,3.11305365659e-05,0.00595238095238
Chart,2200069,developer,first,mbfl,ochiai,tests,exact,none,max,4.35827511923e-05,0.00833333333333
Chart,2200069,developer,first,sbfl,opt2,tests,,none,,9.33916096978e-05,0.0178571428571
Chart,2200069,developer,first,sbfl,dstar2,tests,,none,,9.33916096978e-05,0.0178571428571
Chart,2200069,developer,first,sbfl,barinel,tests,,none,,9.33916096978e-05,0.0178571428571
Chart,2200069,developer,first,sbfl,tarantula,tests,,none,,9.33916096978e-05,0.0178571428571
Chart,2200069,developer,first,sbfl,ochiai,tests,,none,,9.33916096978e-05,0.0178571428571
Chart,1400778,developer,first,mbfl,muse,elements,passfail,none,avg,2.37039846398e-05,0.000172398931127
Chart,1400778,developer,first,mbfl,ochiai,tests,exact,none,max,2.37039846398e-05,0.000172398931127
Chart,1400778,developer,first,sbfl,opt2,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400778,developer,first,sbfl,dstar2,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400778,developer,first,sbfl,barinel,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400778,developer,first,sbfl,tarantula,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400778,developer,first,sbfl,ochiai,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,14,developer,first,mbfl,muse,elements,passfail,none,avg,5.92599615995e-05,0.000430997327817
Chart,14,developer,first,mbfl,ochiai,tests,exact,none,max,5.92599615995e-05,0.000430997327817
Chart,14,developer,first,sbfl,opt2,tests,,none,,0.00711712138811,0.0517627790708
Chart,14,developer,first,sbfl,dstar2,tests,,none,,0.000302225804158,0.00219808637186
Chart,14,developer,first,sbfl,barinel,tests,,none,,0.000183705880959,0.00133609171623
Chart,14,developer,first,sbfl,tarantula,tests,,none,,0.000183705880959,0.00133609171623
Chart,14,developer,first,sbfl,ochiai,tests,,none,,0.000183705880959,0.00133609171623
Chart,2200087,developer,first,mbfl,muse,elements,passfail,none,avg,1.24522146264e-05,0.00238095238095
Chart,2200087,developer,first,mbfl,ochiai,tests,exact,none,max,1.86783219396e-05,0.00357142857143
Chart,2200087,developer,first,sbfl,opt2,tests,,none,,3.11305365659e-05,0.00595238095238
Chart,2200087,developer,first,sbfl,dstar2,tests,,none,,3.11305365659e-05,0.00595238095238
Chart,2200087,developer,first,sbfl,barinel,tests,,none,,3.11305365659e-05,0.00595238095238
Chart,2200087,developer,first,sbfl,tarantula,tests,,none,,3.11305365659e-05,0.00595238095238
Chart,2200087,developer,first,sbfl,ochiai,tests,,none,,3.11305365659e-05,0.00595238095238
Chart,1300230,developer,first,mbfl,muse,elements,passfail,none,avg,2.96356006544e-05,0.00145095763204
Chart,1300230,developer,first,mbfl,ochiai,tests,exact,none,max,0.000349700087721,0.017121300058
Chart,1300230,developer,first,sbfl,opt2,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300230,developer,first,sbfl,dstar2,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300230,developer,first,sbfl,barinel,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300230,developer,first,sbfl,tarantula,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300230,developer,first,sbfl,ochiai,tests,,none,,0.000420825529292,0.0206035983749
Chart,2300018,developer,first,mbfl,muse,elements,passfail,none,avg,0.0282240935556,0.263901869159
Chart,2300018,developer,first,mbfl,ochiai,tests,exact,none,max,0.000949548964242,0.0088785046729
Chart,2300018,developer,first,sbfl,opt2,tests,,none,,0.085253254704,0.797137850467
Chart,2300018,developer,first,sbfl,dstar2,tests,,none,,0.085253254704,0.797137850467
Chart,2300018,developer,first,sbfl,barinel,tests,,none,,0.085253254704,0.797137850467
Chart,2300018,developer,first,sbfl,tarantula,tests,,none,,0.085253254704,0.797137850467
Chart,2300018,developer,first,sbfl,ochiai,tests,,none,,0.085253254704,0.797137850467
Chart,2400023,developer,first,mbfl,muse,elements,passfail,none,avg,1.25079738333e-05,0.0153846153846
Chart,2400023,developer,first,mbfl,ochiai,tests,exact,none,max,1.876196075e-05,0.0230769230769
Chart,2400023,developer,first,sbfl,opt2,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400023,developer,first,sbfl,dstar2,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400023,developer,first,sbfl,barinel,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400023,developer,first,sbfl,tarantula,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400023,developer,first,sbfl,ochiai,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2100081,developer,first,mbfl,muse,elements,passfail,none,avg,0.00346668990241,0.234822934233
Chart,2100081,developer,first,mbfl,ochiai,tests,exact,none,max,0.000248954391555,0.0168634064081
Chart,2100081,developer,first,sbfl,opt2,tests,,none,,0.000261402111133,0.0177065767285
Chart,2100081,developer,first,sbfl,dstar2,tests,,none,,0.000261402111133,0.0177065767285
Chart,2100081,developer,first,sbfl,barinel,tests,,none,,0.000261402111133,0.0177065767285
Chart,2100081,developer,first,sbfl,tarantula,tests,,none,,0.000261402111133,0.0177065767285
Chart,2100081,developer,first,sbfl,ochiai,tests,,none,,0.000261402111133,0.0177065767285
Chart,500086,developer,first,mbfl,muse,elements,passfail,none,avg,1.11928186875e-05,0.00190839694656
Chart,500086,developer,first,mbfl,ochiai,tests,exact,none,max,1.67892280313e-05,0.00286259541985
Chart,500086,developer,first,sbfl,opt2,tests,,none,,5.59640934377e-05,0.00954198473282
Chart,500086,developer,first,sbfl,dstar2,tests,,none,,5.59640934377e-05,0.00954198473282
Chart,500086,developer,first,sbfl,barinel,tests,,none,,5.59640934377e-05,0.00954198473282
Chart,500086,developer,first,sbfl,tarantula,tests,,none,,5.59640934377e-05,0.00954198473282
Chart,500086,developer,first,sbfl,ochiai,tests,,none,,5.59640934377e-05,0.00954198473282
Chart,6,developer,first,mbfl,muse,elements,passfail,none,avg,0.0070147262013,0.545955882353
Chart,6,developer,first,mbfl,ochiai,tests,exact,none,max,0.00118093033692,0.0919117647059
Chart,6,developer,first,sbfl,opt2,tests,,none,,0.000177139550538,0.0137867647059
Chart,6,developer,first,sbfl,dstar2,tests,,none,,0.000673130292044,0.0523897058824
Chart,6,developer,first,sbfl,barinel,tests,,none,,0.0012281675504,0.0955882352941
Chart,6,developer,first,sbfl,tarantula,tests,,none,,0.0012281675504,0.0955882352941
Chart,6,developer,first,sbfl,ochiai,tests,,none,,0.000673130292044,0.0523897058824
Chart,400483,developer,first,mbfl,muse,elements,passfail,none,avg,1.05727244854e-05,2.13899167932e-05
Chart,400483,developer,first,mbfl,ochiai,tests,exact,none,max,1.58590867281e-05,3.20848751898e-05
Chart,400483,developer,first,sbfl,opt2,tests,,none,,0.000174449954009,0.000352933627088
Chart,400483,developer,first,sbfl,dstar2,tests,,none,,0.0017709313513,0.00358281106286
Chart,400483,developer,first,sbfl,barinel,tests,,none,,0.00792425700179,0.0160317426365
Chart,400483,developer,first,sbfl,tarantula,tests,,none,,0.00792425700179,0.0160317426365
Chart,400483,developer,first,sbfl,ochiai,tests,,none,,0.00183436769821,0.00371115056362
Chart,200323,developer,first,mbfl,muse,elements,passfail,none,avg,1.03794735531e-05,0.000397614314115
Chart,200323,developer,first,mbfl,ochiai,tests,exact,none,max,1.55692103297e-05,0.000596421471173
Chart,200323,developer,first,sbfl,opt2,tests,,none,,0.0202503529021,0.775745526839
Chart,200323,developer,first,sbfl,dstar2,tests,,none,,0.0202503529021,0.775745526839
Chart,200323,developer,first,sbfl,barinel,tests,,none,,0.0202503529021,0.775745526839
Chart,200323,developer,first,sbfl,tarantula,tests,,none,,0.0202503529021,0.775745526839
Chart,200323,developer,first,sbfl,ochiai,tests,,none,,0.0202503529021,0.775745526839
Chart,600005,developer,first,mbfl,muse,elements,passfail,none,avg,1.18093033692e-05,0.000919117647059
Chart,600005,developer,first,mbfl,ochiai,tests,exact,none,max,1.18093033692e-05,0.000919117647059
Chart,600005,developer,first,sbfl,opt2,tests,,none,,0.000123997685377,0.00965073529412
Chart,600005,developer,first,sbfl,dstar2,tests,,none,,0.000230281415699,0.0179227941176
Chart,600005,developer,first,sbfl,barinel,tests,,none,,0.000348374449391,0.0271139705882
Chart,600005,developer,first,sbfl,tarantula,tests,,none,,0.000348374449391,0.0271139705882
Chart,600005,developer,first,sbfl,ochiai,tests,,none,,0.000230281415699,0.0179227941176
Chart,1400265,developer,first,mbfl,muse,elements,passfail,none,avg,2.37039846398e-05,0.000172398931127
Chart,1400265,developer,first,mbfl,ochiai,tests,exact,none,max,2.96299807998e-05,0.000215498663908
Chart,1400265,developer,first,sbfl,opt2,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400265,developer,first,sbfl,dstar2,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400265,developer,first,sbfl,barinel,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400265,developer,first,sbfl,tarantula,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,1400265,developer,first,sbfl,ochiai,tests,,none,,5.92599615995e-05,0.000430997327817
Chart,2400016,developer,first,mbfl,muse,elements,passfail,none,avg,1.25079738333e-05,0.0153846153846
Chart,2400016,developer,first,mbfl,ochiai,tests,exact,none,max,1.876196075e-05,0.0230769230769
Chart,2400016,developer,first,sbfl,opt2,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400016,developer,first,sbfl,dstar2,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400016,developer,first,sbfl,barinel,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400016,developer,first,sbfl,tarantula,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,2400016,developer,first,sbfl,ochiai,tests,,none,,3.12699345833e-05,0.0384615384615
Chart,3,developer,first,mbfl,muse,elements,passfail,none,avg,0.00353001027856,0.216422660726
Chart,3,developer,first,mbfl,ochiai,tests,exact,none,max,7.26766822056e-05,0.004455760662
Chart,3,developer,first,sbfl,opt2,tests,,none,,6.74854906195e-05,0.00413749204328
Chart,3,developer,first,sbfl,dstar2,tests,,none,,6.74854906195e-05,0.00413749204328
Chart,3,developer,first,sbfl,barinel,tests,,none,,6.74854906195e-05,0.00413749204328
Chart,3,developer,first,sbfl,tarantula,tests,,none,,6.74854906195e-05,0.00413749204328
Chart,3,developer,first,sbfl,ochiai,tests,,none,,6.74854906195e-05,0.00413749204328
Chart,900243,developer,first,mbfl,muse,elements,passfail,none,avg,1.18389430192e-05,0.000518134715026
Chart,900243,developer,first,mbfl,ochiai,tests,exact,none,max,3.55168290575e-05,0.00155440414508
Chart,900243,developer,first,sbfl,opt2,tests,,none,,0.000112469958682,0.00492227979275
Chart,900243,developer,first,sbfl,dstar2,tests,,none,,0.000112469958682,0.00492227979275
Chart,900243,developer,first,sbfl,barinel,tests,,none,,0.000112469958682,0.00492227979275
Chart,900243,developer,first,sbfl,tarantula,tests,,none,,0.000112469958682,0.00492227979275
Chart,900243,developer,first,sbfl,ochiai,tests,,none,,0.000112469958682,0.00492227979275
Chart,2300020,developer,first,mbfl,muse,elements,passfail,none,avg,1.2494065319e-05,0.000116822429907
Chart,2300020,developer,first,mbfl,ochiai,tests,exact,none,max,2.49881306379e-05,0.000233644859813
Chart,2300020,developer,first,sbfl,opt2,tests,,none,,8.74584572328e-05,0.000817757009346
Chart,2300020,developer,first,sbfl,dstar2,tests,,none,,8.74584572328e-05,0.000817757009346
Chart,2300020,developer,first,sbfl,barinel,tests,,none,,0.00143681751168,0.0134345794393
Chart,2300020,developer,first,sbfl,tarantula,tests,,none,,0.00143681751168,0.0134345794393
Chart,2300020,developer,first,sbfl,ochiai,tests,,none,,8.74584572328e-05,0.000817757009346
Chart,9,developer,first,mbfl,muse,elements,passfail,none,avg,0.000260456746422,0.0113989637306
Chart,9,developer,first,mbfl,ochiai,tests,exact,none,max,0.000177584145288,0.00777202072539
Chart,9,developer,first,sbfl,opt2,tests,,none,,0.000100631015663,0.00440414507772
Chart,9,developer,first,sbfl,dstar2,tests,,none,,0.000100631015663,0.00440414507772
Chart,9,developer,first,sbfl,barinel,tests,,none,,0.000100631015663,0.00440414507772
Chart,9,developer,first,sbfl,tarantula,tests,,none,,0.000100631015663,0.00440414507772
Chart,9,developer,first,sbfl,ochiai,tests,,none,,0.000100631015663,0.00440414507772
Chart,10,developer,first,mbfl,muse,elements,passfail,none,avg,0.000361023650008,0.216312056738
Chart,10,developer,first,mbfl,ochiai,tests,exact,none,max,0.000361023650008,0.216312056738
Chart,10,developer,first,sbfl,opt2,tests,,none,,2.95921024597e-05,0.0177304964539
Chart,10,developer,first,sbfl,dstar2,tests,,none,,2.95921024597e-05,0.0177304964539
Chart,10,developer,first,sbfl,barinel,tests,,none,,2.95921024597e-05,0.0177304964539
Chart,10,developer,first,sbfl,tarantula,tests,,none,,0.000414289434436,0.248226950355
Chart,10,developer,first,sbfl,ochiai,tests,,none,,2.95921024597e-05,0.0177304964539
Chart,600010,developer,first,mbfl,muse,elements,passfail,none,avg,1.18093033692e-05,0.000919117647059
Chart,600010,developer,first,mbfl,ochiai,tests,exact,none,max,1.18093033692e-05,0.000919117647059
Chart,600010,developer,first,sbfl,opt2,tests,,none,,4.13325617922e-05,0.00321691176471
Chart,600010,developer,first,sbfl,dstar2,tests,,none,,4.13325617922e-05,0.00321691176471
Chart,600010,developer,first,sbfl,barinel,tests,,none,,0.000366088404445,0.0284926470588
Chart,600010,developer,first,sbfl,tarantula,tests,,none,,0.000366088404445,0.0284926470588
Chart,600010,developer,first,sbfl,ochiai,tests,,none,,4.13325617922e-05,0.00321691176471
Chart,2300015,developer,first,mbfl,muse,elements,passfail,none,avg,0.0282240935556,0.263901869159
Chart,2300015,developer,first,mbfl,ochiai,tests,exact,none,max,0.000805867213074,0.00753504672897
Chart,2300015,developer,first,sbfl,opt2,tests,,none,,0.085253254704,0.797137850467
Chart,2300015,developer,first,sbfl,dstar2,tests,,none,,0.085253254704,0.797137850467
Chart,2300015,developer,first,sbfl,barinel,tests,,none,,0.085253254704,0.797137850467
Chart,2300015,developer,first,sbfl,tarantula,tests,,none,,0.085253254704,0.797137850467
Chart,2300015,developer,first,sbfl,ochiai,tests,,none,,0.085253254704,0.797137850467
Chart,2400020,developer,first,mbfl,muse,elements,passfail,none,avg,0.000150095686,0.184615384615
Chart,2400020,developer,first,mbfl,ochiai,tests,exact,none,max,2.50159476666e-05,0.0307692307692
Chart,2400020,developer,first,sbfl,opt2,tests,,none,,3.75239215e-05,0.0461538461538
Chart,2400020,developer,first,sbfl,dstar2,tests,,none,,3.75239215e-05,0.0461538461538
Chart,2400020,developer,first,sbfl,barinel,tests,,none,,3.75239215e-05,0.0461538461538
Chart,2400020,developer,first,sbfl,tarantula,tests,,none,,3.75239215e-05,0.0461538461538
Chart,2400020,developer,first,sbfl,ochiai,tests,,none,,3.75239215e-05,0.0461538461538
Chart,2200080,developer,first,mbfl,muse,elements,passfail,none,avg,3.73566438791e-05,0.00714285714286
Chart,2200080,developer,first,mbfl,ochiai,tests,exact,none,max,0.000105843824324,0.0202380952381
Chart,2200080,developer,first,sbfl,opt2,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200080,developer,first,sbfl,dstar2,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200080,developer,first,sbfl,barinel,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200080,developer,first,sbfl,tarantula,tests,,none,,0.000149426575516,0.0285714285714
Chart,2200080,developer,first,sbfl,ochiai,tests,,none,,0.000149426575516,0.0285714285714
Chart,1900077,developer,first,mbfl,muse,elements,passfail,none,avg,0.0267483293542,0.263316404866
Chart,1900077,developer,first,mbfl,ochiai,tests,exact,none,max,1.79961848088e-05,0.000177158379591
Chart,1900077,developer,first,sbfl,opt2,tests,,none,,1.79961848088e-05,0.000177158379591
Chart,1900077,developer,first,sbfl,dstar2,tests,,none,,1.79961848088e-05,0.000177158379591
Chart,1900077,developer,first,sbfl,barinel,tests,,none,,1.79961848088e-05,0.000177158379591
Chart,1900077,developer,first,sbfl,tarantula,tests,,none,,1.79961848088e-05,0.000177158379591
Chart,1900077,developer,first,sbfl,ochiai,tests,,none,,1.79961848088e-05,0.000177158379591
Chart,1300228,developer,first,mbfl,muse,elements,passfail,none,avg,2.96356006544e-05,0.00145095763204
Chart,1300228,developer,first,mbfl,ochiai,tests,exact,none,max,0.000325991607198,0.0159605339524
Chart,1300228,developer,first,sbfl,opt2,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300228,developer,first,sbfl,dstar2,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300228,developer,first,sbfl,barinel,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300228,developer,first,sbfl,tarantula,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300228,developer,first,sbfl,ochiai,tests,,none,,0.000420825529292,0.0206035983749
Chart,1300229,developer,first,mbfl,muse,elements,passfail,none,avg,7.70525617013e-05,0.0037724898433
Chart,1300229,developer,first,mbfl,ochiai,tests,exact,none,max,0.000438606889684,0.0214741729541
Chart,1300229,developer,first,sbfl,opt2,tests,,none,,0.000527513691648,0.0258270458503
Chart,1300229,developer,first,sbfl,dstar2,tests,,none,,0.000527513691648,0.0258270458503
Chart,1300229,developer,first,sbfl,barinel,tests,,none,,0.000527513691648,0.0258270458503
Chart,1300229,developer,first,sbfl,tarantula,tests,,none,,0.000527513691648,0.0258270458503
Chart,1300229,developer,first,sbfl,ochiai,tests,,none,,0.000527513691648,0.0258270458503
Chart,2100064,developer,first,mbfl,muse,elements,passfail,none,avg,2.48954391555e-05,0.00168634064081
Chart,2100064,developer,first,mbfl,ochiai,tests,exact,none,max,8.09101772555e-05,0.00548060708263
Chart,2100064,developer,first,sbfl,opt2,tests,,none,,0.000118253335989,0.00801011804384
Chart,2100064,developer,first,sbfl,dstar2,tests,,none,,0.000118253335989,0.00801011804384
Chart,2100064,developer,first,sbfl,barinel,tests,,none,,0.000118253335989,0.00801011804384
Chart,2100064,developer,first,sbfl,tarantula,tests,,none,,0.000118253335989,0.00801011804384
Chart,2100064,developer,first,sbfl,ochiai,tests,,none,,0.000118253335989,0.00801011804384
Chart,2200076,developer,first,mbfl,muse,elements,passfail,none,avg,1.24522146264e-05,0.00238095238095
Chart,2200076,developer,first,mbfl,ochiai,tests,exact,none,max,9.33916096978e-05,0.0178571428571
Chart,2200076,developer,first,sbfl,opt2,tests,,none,,0.000124522146264,0.0238095238095
Chart,2200076,developer,first,sbfl,dstar2,tests,,none,,0.000124522146264,0.0238095238095
Chart,2200076,developer,first,sbfl,barinel,tests,,none,,0.000124522146264,0.0238095238095
Chart,2200076,developer,first,sbfl,tarantula,tests,,none,,0.000124522146264,0.0238095238095
Chart,2200076,developer,first,sbfl,ochiai,tests,,none,,0.000124522146264,0.0238095238095
Chart,2100082,developer,first,mbfl,muse,elements,passfail,none,avg,1.86715793667e-05,0.00126475548061
Chart,2100082,developer,first,mbfl,ochiai,tests,exact,none,max,0.000161820354511,0.0109612141653
Chart,2100082,developer,first,sbfl,opt2,tests,,none,,0.0114892451703,0.778246205734
Chart,2100082,developer,first,sbfl,dstar2,tests,,none,,0.0114892451703,0.778246205734
Chart,2100082,developer,first,sbfl,barinel,tests,,none,,0.0114892451703,0.778246205734
Chart,2100082,developer,first,sbfl,tarantula,tests,,none,,0.0114892451703,0.778246205734
Chart,2100082,developer,first,sbfl,ochiai,tests,,none,,0.0114892451703,0.778246205734
Chart,2200072,developer,first,mbfl,muse,elements,passfail,none,avg,4.98088585055e-05,0.00952380952381
Chart,2200072,developer,first,mbfl,ochiai,tests,exact,none,max,5.60349658187e-05,0.0107142857143
Chart,2200072,developer,first,sbfl,opt2,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200072,developer,first,sbfl,dstar2,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200072,developer,first,sbfl,barinel,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200072,developer,first,sbfl,tarantula,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200072,developer,first,sbfl,ochiai,tests,,none,,0.000105843824324,0.0202380952381
Chart,2200088,developer,first,mbfl,muse,elements,passfail,none,avg,0.00145690911129,0.278571428571
Chart,2200088,developer,first,mbfl,ochiai,tests,exact,none,max,2.49044292527e-05,0.0047619047619
Chart,2200088,developer,first,sbfl,opt2,tests,,none,,3.11305365659e-05,0.00595238095238
